dataset,image_id,relative_path,filename,label_name,official_split,image_height,image_width,channels,file_size,sha256,corrupt,source,original_dataset_identifier,label_id,fold
MT,MT::exp1_num_116270,MT_Free/Imgs/exp1_num_116270.jpg,exp1_num_116270.jpg,Free,none,259,598,1,45445,bcf17cbbfd61c3b1d20e1513428400395e91656389abbf11f297aa2e168f89a8,False,MagneticTile,exp1_num_116270,4,-99
MT,MT::exp1_num_116934,MT_Break/Imgs/exp1_num_116934.jpg,exp1_num_116934.jpg,Break,none,247,592,1,37594,7dcd6e804296353dc022321918a8c3c09c73bfb01fb073e2119bef9ddebb1374,False,MagneticTile,exp1_num_116934,1,-99
MT,MT::exp1_num_116949,MT_Free/Imgs/exp1_num_116949.jpg,exp1_num_116949.jpg,Free,none,296,295,1,25916,a68ffdcaf6ce402bb8a96f6f2a20b381bdcb6a64479937ccad5e5073a6c95bac,False,MagneticTile,exp1_num_116949,4,-99
MT,MT::exp1_num_118871,MT_Free/Imgs/exp1_num_118871.jpg,exp1_num_118871.jpg,Free,none,253,585,1,42170,4ba4e636df1bb4d18517d51bbb426769e32bbda3ee7c70995d551bc1094a7012,False,MagneticTile,exp1_num_118871,4,-99
MT,MT::exp1_num_124236,MT_Uneven/Imgs/exp1_num_124236.jpg,exp1_num_124236.jpg,Uneven,none,238,594,1,36300,4197de583f7f7239860202a22dfcdc74acf52019ef628317de7c3cac7d8395e0,False,MagneticTile,exp1_num_124236,5,-99
MT,MT::exp1_num_126299,MT_Free/Imgs/exp1_num_126299.jpg,exp1_num_126299.jpg,Free,none,334,298,1,26943,81a975fbd3ab51eaacac3c6402ce79be8275310a90b159d5766bd747f10b3247,False,MagneticTile,exp1_num_126299,4,-99
MT,MT::exp1_num_126795,MT_Free/Imgs/exp1_num_126795.jpg,exp1_num_126795.jpg,Free,none,342,304,1,31198,3ffbb2ab9a599b3ae77cd6d5c93b67570e73d6294f578ed48967ebc3dfb12812,False,MagneticTile,exp1_num_126795,4,-99
MT,MT::exp1_num_127649,MT_Free/Imgs/exp1_num_127649.jpg,exp1_num_127649.jpg,Free,none,337,294,1,27067,9041941337e255d1b558dc0daaaaf0b83c0c38577768da0672f1a3c2b6d2fa5b,False,MagneticTile,exp1_num_127649,4,-99
MT,MT::exp1_num_128075,MT_Free/Imgs/exp1_num_128075.jpg,exp1_num_128075.jpg,Free,none,332,309,1,28602,ebf2eb801eee10681b5c52989d2148fc5ed2a29135fb503f64f354f8b69708e9,False,MagneticTile,exp1_num_128075,4,-99
MT,MT::exp1_num_129031,MT_Uneven/Imgs/exp1_num_129031.jpg,exp1_num_129031.jpg,Uneven,none,340,244,1,25565,c481e0318fa4047bd81946f834aa09de4aada3485ba72edafad04406b20150d4,False,MagneticTile,exp1_num_129031,5,-99
MT,MT::exp1_num_129580,MT_Free/Imgs/exp1_num_129580.jpg,exp1_num_129580.jpg,Free,none,357,246,1,29157,41298012b8d44b5cbef34a4f767010832f879dbd7bd320657280030b919d09bf,False,MagneticTile,exp1_num_129580,4,-99
MT,MT::exp1_num_13526,MT_Free/Imgs/exp1_num_13526.jpg,exp1_num_13526.jpg,Free,none,323,505,1,41674,0a5e7082a5d02c8ec927485c1f024d652b1e9c069a64f05b7547fe338ea5e724,False,MagneticTile,exp1_num_13526,4,-99
MT,MT::exp1_num_135544,MT_Fray/Imgs/exp1_num_135544.jpg,exp1_num_135544.jpg,Fray,none,240,602,1,41200,78c8c50cad8019aaf1f90eba648073925e8a940132d0b96e31e07c47a294610b,False,MagneticTile,exp1_num_135544,3,-99
MT,MT::exp1_num_136254,MT_Fray/Imgs/exp1_num_136254.jpg,exp1_num_136254.jpg,Fray,none,233,568,1,30639,5b472ac57ec7120077e05da8caafb942fa3f33058d7c2d135c7d3fa65a316ade,False,MagneticTile,exp1_num_136254,3,-99
MT,MT::exp1_num_138599,MT_Free/Imgs/exp1_num_138599.jpg,exp1_num_138599.jpg,Free,none,248,601,1,39881,89d73067e4aae8646d0ce58c7e5e8ec0bb1b78171aa493d9fa5dd5e38802d719,False,MagneticTile,exp1_num_138599,4,-99
MT,MT::exp1_num_139798,MT_Uneven/Imgs/exp1_num_139798.jpg,exp1_num_139798.jpg,Uneven,none,243,594,1,43655,60f2dcfd4235d72f352022426f7f4764cf12ee1377c258ecb6cd93201e6a0d39,False,MagneticTile,exp1_num_139798,5,-99
MT,MT::exp1_num_143147,MT_Free/Imgs/exp1_num_143147.jpg,exp1_num_143147.jpg,Free,none,254,603,1,41996,add68398b361295e5f238f6a6e54b13811288af43700bad716af183db31911f1,False,MagneticTile,exp1_num_143147,4,-99
MT,MT::exp1_num_144162,MT_Free/Imgs/exp1_num_144162.jpg,exp1_num_144162.jpg,Free,none,246,592,1,37464,d1e14bdd91e39ed063e8ee5d955a80f1e936a11b33ee4575667c07ad4811c21f,False,MagneticTile,exp1_num_144162,4,-99
MT,MT::exp1_num_147928,MT_Free/Imgs/exp1_num_147928.jpg,exp1_num_147928.jpg,Free,none,244,601,1,43743,79783ff5eb88d8ce5d232c4b4d860cf51a7381a010b415f2da485c2f60a0ccce,False,MagneticTile,exp1_num_147928,4,-99
MT,MT::exp1_num_148923,MT_Free/Imgs/exp1_num_148923.jpg,exp1_num_148923.jpg,Free,none,235,590,1,36118,f5fa16032662b1deaf04bb2a466e77d060ce0b0839bfabe35fc3ed5487c2e4e7,False,MagneticTile,exp1_num_148923,4,-99
MT,MT::exp1_num_154549,MT_Free/Imgs/exp1_num_154549.jpg,exp1_num_154549.jpg,Free,none,309,192,1,21050,8b5f8c958d2f59c7ce194616c20e93be50d9e6f8cb0af353d613501349d6f55f,False,MagneticTile,exp1_num_154549,4,-99
MT,MT::exp1_num_155300,MT_Uneven/Imgs/exp1_num_155300.jpg,exp1_num_155300.jpg,Uneven,none,299,181,1,19362,348acd527f701f01f5e62709be29b211af342d8424d42138be0e050b1cf8aac9,False,MagneticTile,exp1_num_155300,5,-99
MT,MT::exp1_num_157166,MT_Free/Imgs/exp1_num_157166.jpg,exp1_num_157166.jpg,Free,none,319,195,1,19575,197904cfe4ba4ded7fa5d2c1e9880cccae029f6aa359f46223d0a26b7a8d2b63,False,MagneticTile,exp1_num_157166,4,-99
MT,MT::exp1_num_157675,MT_Free/Imgs/exp1_num_157675.jpg,exp1_num_157675.jpg,Free,none,319,182,1,18295,70f85715f20554423af2609bae1c9353a6afa0f4050c0af5c989ab5bde69325b,False,MagneticTile,exp1_num_157675,4,-99
MT,MT::exp1_num_16503,MT_Free/Imgs/exp1_num_16503.jpg,exp1_num_16503.jpg,Free,none,315,529,1,39135,8b9ff616011677194ceeaa3db17724257b80fe08e8f2e9dbcee9f194d1d32ce2,False,MagneticTile,exp1_num_16503,4,-99
MT,MT::exp1_num_165362,MT_Free/Imgs/exp1_num_165362.jpg,exp1_num_165362.jpg,Free,none,318,192,1,20498,5e1371a1c0968e7821fe58715003fe78113914a12d987c270da8220167470e09,False,MagneticTile,exp1_num_165362,4,-99
MT,MT::exp1_num_166172,MT_Free/Imgs/exp1_num_166172.jpg,exp1_num_166172.jpg,Free,none,324,187,1,19088,3a7388e4e854462618849122f268e4528816d771feea02073b00fb86fa99cd20,False,MagneticTile,exp1_num_166172,4,-99
MT,MT::exp1_num_172241,MT_Uneven/Imgs/exp1_num_172241.jpg,exp1_num_172241.jpg,Uneven,none,322,166,1,17891,d02930a1489adc57925f2c7b99d21fdbe461e75513ef5655e29e7599bfaf5f8d,False,MagneticTile,exp1_num_172241,5,-99
MT,MT::exp1_num_174647,MT_Free/Imgs/exp1_num_174647.jpg,exp1_num_174647.jpg,Free,none,314,192,1,20468,8c9c488aaea2924593bdfba4eb69b571e28c0b5a48a0791bd2244c7a177759c2,False,MagneticTile,exp1_num_174647,4,-99
MT,MT::exp1_num_177906,MT_Free/Imgs/exp1_num_177906.jpg,exp1_num_177906.jpg,Free,none,307,190,1,23360,1fc768d3d0e4558f61517d26076006aaff66d5df759f44eb80fb69bbed4f3976,False,MagneticTile,exp1_num_177906,4,-99
MT,MT::exp1_num_178453,MT_Free/Imgs/exp1_num_178453.jpg,exp1_num_178453.jpg,Free,none,321,190,1,19919,237982f898a99bd0cea5b4a76349aecd0221a43e2554ad6c8c9bd7d584c96fce,False,MagneticTile,exp1_num_178453,4,-99
MT,MT::exp1_num_180298,MT_Free/Imgs/exp1_num_180298.jpg,exp1_num_180298.jpg,Free,none,326,188,1,18928,60a288aa417049e3adb4794ef1e27ba019e41bc92a8861c53c41886d847d0864,False,MagneticTile,exp1_num_180298,4,-99
MT,MT::exp1_num_180836,MT_Free/Imgs/exp1_num_180836.jpg,exp1_num_180836.jpg,Free,none,319,198,1,19369,6c45fdc5022570b82d0299978023d08ebd609c3f070cf0d5c2da4dfbfecf86e4,False,MagneticTile,exp1_num_180836,4,-99
MT,MT::exp1_num_1810,MT_Free/Imgs/exp1_num_1810.jpg,exp1_num_1810.jpg,Free,none,272,237,1,16089,0453192a78afb807eacd4d97786b2b24532de7e25df67279a4f4507252e88834,False,MagneticTile,exp1_num_1810,4,-99
MT,MT::exp1_num_18129,MT_Free/Imgs/exp1_num_18129.jpg,exp1_num_18129.jpg,Free,none,319,512,1,42083,8d9eab87a8f9bdebded17cc18b9791f40abe3db0f7398722e7b80a4539f5facb,False,MagneticTile,exp1_num_18129,4,-99
MT,MT::exp1_num_183137,MT_Free/Imgs/exp1_num_183137.jpg,exp1_num_183137.jpg,Free,none,317,193,1,23313,9c623376e7ea160156f1279b9097e0aea0e3df3821be1eefbe430e1da1c58f6b,False,MagneticTile,exp1_num_183137,4,-99
MT,MT::exp1_num_183798,MT_Free/Imgs/exp1_num_183798.jpg,exp1_num_183798.jpg,Free,none,317,191,1,20157,4d1034fc84639cc6476f03fd0ac3409df9438a79f61c6c11d57b5e2bb96551d1,False,MagneticTile,exp1_num_183798,4,-99
MT,MT::exp1_num_186826,MT_Uneven/Imgs/exp1_num_186826.jpg,exp1_num_186826.jpg,Uneven,none,312,190,1,21083,d56bd32616289580e4f0ae9f4d2f4a7411b2e058eee26f281a5e535b40679105,False,MagneticTile,exp1_num_186826,5,-99
MT,MT::exp1_num_187505,MT_Free/Imgs/exp1_num_187505.jpg,exp1_num_187505.jpg,Free,none,320,196,1,21357,75c7fa6716c03579a907c4262040034303ac2b847b69cc84e386801e3ebaad53,False,MagneticTile,exp1_num_187505,4,-99
MT,MT::exp1_num_192126,MT_Free/Imgs/exp1_num_192126.jpg,exp1_num_192126.jpg,Free,none,312,195,1,22943,382db573fe8202e81aa776512da9511258b669a10466d65c3bcaec77e2b64a34,False,MagneticTile,exp1_num_192126,4,-99
MT,MT::exp1_num_193104,MT_Free/Imgs/exp1_num_193104.jpg,exp1_num_193104.jpg,Free,none,317,180,1,19558,658b475ab098f3171f70f5582261ddf6c6f899048de9199df15a0e33361fd081,False,MagneticTile,exp1_num_193104,4,-99
MT,MT::exp1_num_194173,MT_Break/Imgs/exp1_num_194173.jpg,exp1_num_194173.jpg,Break,none,320,189,1,21773,7dd57f24a9ed884199035fcc79c275778dcd250bb24d2acfee9ae4cf2b2b7faf,False,MagneticTile,exp1_num_194173,1,-99
MT,MT::exp1_num_195647,MT_Free/Imgs/exp1_num_195647.jpg,exp1_num_195647.jpg,Free,none,313,189,1,20355,3af61142dc58f20a79437559fd9640ded88b216a3c064a3781dd089a7cd569d0,False,MagneticTile,exp1_num_195647,4,-99
MT,MT::exp1_num_19695,MT_Free/Imgs/exp1_num_19695.jpg,exp1_num_19695.jpg,Free,none,321,509,1,41905,2a654e45a840d0e249cb4a66a38c6b7e682098517d29c198ab6c70ba2fa10bf7,False,MagneticTile,exp1_num_19695,4,-99
MT,MT::exp1_num_20362,MT_Fray/Imgs/exp1_num_20362.jpg,exp1_num_20362.jpg,Fray,none,308,502,1,34800,00d8916563f9148b281e055c030d0233cf6ffe799bb128ca38dac617044df1e6,False,MagneticTile,exp1_num_20362,3,-99
MT,MT::exp1_num_2038,MT_Free/Imgs/exp1_num_2038.jpg,exp1_num_2038.jpg,Free,none,368,502,1,41407,86825f1021df04a0e8433992b108fb3134b503a73e288cabbff6fc7a7a13fa53,False,MagneticTile,exp1_num_2038,4,-99
MT,MT::exp1_num_240048,MT_Free/Imgs/exp1_num_240048.jpg,exp1_num_240048.jpg,Free,none,360,264,1,29380,da5778fadd941b8a0fcaf0594767e1a7f89d6a9246d589d0dbf1adedf8eda9d8,False,MagneticTile,exp1_num_240048,4,-99
MT,MT::exp1_num_241352,MT_Free/Imgs/exp1_num_241352.jpg,exp1_num_241352.jpg,Free,none,266,208,1,16107,0feeb41a8159afa33aab88633b970ac4863d6ea7b1e038d760b17cfee2dcbace,False,MagneticTile,exp1_num_241352,4,-99
MT,MT::exp1_num_241889,MT_Break/Imgs/exp1_num_241889.jpg,exp1_num_241889.jpg,Break,none,268,189,1,15081,404258c4c64092782fad7797658cb91badabab2c524106ec592fe12234ed02ca,False,MagneticTile,exp1_num_241889,1,-99
MT,MT::exp1_num_245763,MT_Free/Imgs/exp1_num_245763.jpg,exp1_num_245763.jpg,Free,none,248,211,1,17577,6c9013896a64764afdbf905e5d8878f6e2b3b6181224c5ff6d96e4caf2fa7e12,False,MagneticTile,exp1_num_245763,4,-99
MT,MT::exp1_num_246296,MT_Free/Imgs/exp1_num_246296.jpg,exp1_num_246296.jpg,Free,none,269,220,1,19944,ea1d9206a967081a2ded37de9df52c1ecdb689dccba5ccb79ac5e52c245bb2e0,False,MagneticTile,exp1_num_246296,4,-99
MT,MT::exp1_num_24793,MT_Uneven/Imgs/exp1_num_24793.jpg,exp1_num_24793.jpg,Uneven,none,327,511,1,43659,ed9720e0b58f3e8c69ab4e8096b89ec7ccdb1cda7a1e0a9a3c0d5ae318e9e31b,False,MagneticTile,exp1_num_24793,5,-99
MT,MT::exp1_num_249594,MT_Crack/Imgs/exp1_num_249594.jpg,exp1_num_249594.jpg,Crack,none,264,219,1,20042,f666b811ebcb5a46f18e6e60567566b8a28669e3e7660de95e149a0a05099f31,False,MagneticTile,exp1_num_249594,2,-99
MT,MT::exp1_num_251427,MT_Free/Imgs/exp1_num_251427.jpg,exp1_num_251427.jpg,Free,none,246,217,1,17667,a67c1863a288d42b5dc26ebdcb62fe888c43a3fea93db54790820487a280bc67,False,MagneticTile,exp1_num_251427,4,-99
MT,MT::exp1_num_255641,MT_Free/Imgs/exp1_num_255641.jpg,exp1_num_255641.jpg,Free,none,361,261,1,29652,f322f864da668593eb8363ecf1f8feb987ff3b0a966c62b4ef8aab9e71119b53,False,MagneticTile,exp1_num_255641,4,-99
MT,MT::exp1_num_256261,MT_Free/Imgs/exp1_num_256261.jpg,exp1_num_256261.jpg,Free,none,375,265,1,29604,2d7488cac09e93ccc1c181ca81f027d4360dfa5951a2062bd5662d48b4266b72,False,MagneticTile,exp1_num_256261,4,-99
MT,MT::exp1_num_257103,MT_Free/Imgs/exp1_num_257103.jpg,exp1_num_257103.jpg,Free,none,273,218,1,18609,05913a35d9e961e1c7a66e9116abc036210fc8512bf139cef427e9a3cb96d070,False,MagneticTile,exp1_num_257103,4,-99
MT,MT::exp1_num_257630,MT_Free/Imgs/exp1_num_257630.jpg,exp1_num_257630.jpg,Free,none,337,238,1,23219,86105564e0480968ff9345a059121d1d4c2dde1e40bc3ead57a01c16fd8efc55,False,MagneticTile,exp1_num_257630,4,-99
MT,MT::exp1_num_258511,MT_Fray/Imgs/exp1_num_258511.jpg,exp1_num_258511.jpg,Fray,none,325,232,1,20951,cad183a4b225e06295c7bfd301cf60396bf5a9da01d69e8fcce0a4e70a0e62e3,False,MagneticTile,exp1_num_258511,3,-99
MT,MT::exp1_num_258819,MT_Free/Imgs/exp1_num_258819.jpg,exp1_num_258819.jpg,Free,none,259,217,1,17633,b40190e6f8f0d70caff7d3a4e527711a0e322200182955ac6fdc6803fccba28c,False,MagneticTile,exp1_num_258819,4,-99
MT,MT::exp1_num_260482,MT_Free/Imgs/exp1_num_260482.jpg,exp1_num_260482.jpg,Free,none,262,218,1,18738,30b01a6cc4a1b95679d3ff6d2c95d053bbdc5915552790efdb8ac2f5a13e10a6,False,MagneticTile,exp1_num_260482,4,-99
MT,MT::exp1_num_260927,MT_Free/Imgs/exp1_num_260927.jpg,exp1_num_260927.jpg,Free,none,266,217,1,18939,107c3ae497b75eb5b5eebcfcf07b1ec3a0b4308bdc41c45e8efa404bb9028ec5,False,MagneticTile,exp1_num_260927,4,-99
MT,MT::exp1_num_2610,MT_Free/Imgs/exp1_num_2610.jpg,exp1_num_2610.jpg,Free,none,283,121,1,12405,fe503a52846e0056517e2da4cd4fc46608a5253cce242b457f21dd4727c7ac64,False,MagneticTile,exp1_num_2610,4,-99
MT,MT::exp1_num_26106,MT_Break/Imgs/exp1_num_26106.jpg,exp1_num_26106.jpg,Break,none,309,513,1,36940,3e93ab7d4a1e6d0fc2f98fbe619af1fe1c2601e36305d8735dd62e7501c281b1,False,MagneticTile,exp1_num_26106,1,-99
MT,MT::exp1_num_261937,MT_Free/Imgs/exp1_num_261937.jpg,exp1_num_261937.jpg,Free,none,273,218,1,20671,ad7c2500668f33b3dfe1afe65c3e5304ac762cde23d01989b4c834e246923c3e,False,MagneticTile,exp1_num_261937,4,-99
MT,MT::exp1_num_262216,MT_Free/Imgs/exp1_num_262216.jpg,exp1_num_262216.jpg,Free,none,377,267,1,29415,fae31a17975af06539c234dcc24553a829f101d79a17365f9b4d1a642b35c3ce,False,MagneticTile,exp1_num_262216,4,-99
MT,MT::exp1_num_262480,MT_Blowhole/Imgs/exp1_num_262480.jpg,exp1_num_262480.jpg,Blowhole,none,246,196,1,16879,651bd0ab9f6e0b254b830233d93a7435db7de3422bacb29a8aae6009bff09fb5,False,MagneticTile,exp1_num_262480,0,-99
MT,MT::exp1_num_262642,MT_Free/Imgs/exp1_num_262642.jpg,exp1_num_262642.jpg,Free,none,381,265,1,32730,3b3e21b96926be0af93672e2444a4a4a2d01d92a642952f8979909240a1b1d20,False,MagneticTile,exp1_num_262642,4,-99
MT,MT::exp1_num_263839,MT_Free/Imgs/exp1_num_263839.jpg,exp1_num_263839.jpg,Free,none,371,269,1,31663,bcb40ba5cdfccd333abe80b233b74135e9701fb82c9fc6b86c5cf6d90d3ce94b,False,MagneticTile,exp1_num_263839,4,-99
MT,MT::exp1_num_264189,MT_Free/Imgs/exp1_num_264189.jpg,exp1_num_264189.jpg,Free,none,373,269,1,29366,248ca163ca25e86c5b032952f795165898a205e8b54d4c2b527fae190204cff2,False,MagneticTile,exp1_num_264189,4,-99
MT,MT::exp1_num_265077,MT_Blowhole/Imgs/exp1_num_265077.jpg,exp1_num_265077.jpg,Blowhole,none,356,265,1,29317,c57ae07d5daa20782508bc8156cae537cce71d044059cc7eb115cf6b4a857aa7,False,MagneticTile,exp1_num_265077,0,-99
MT,MT::exp1_num_265613,MT_Crack/Imgs/exp1_num_265613.jpg,exp1_num_265613.jpg,Crack,none,381,253,1,28948,a433a5979961cccaf2ed0ca25050eea19b66d1f61d936400cbd283f98f68fd0d,False,MagneticTile,exp1_num_265613,2,-99
MT,MT::exp1_num_266278,MT_Free/Imgs/exp1_num_266278.jpg,exp1_num_266278.jpg,Free,none,249,215,1,17690,efd67b7e1f1fc37d136ce5269be1068035974d9c9912fd4b0e6f3c94bafe7cbb,False,MagneticTile,exp1_num_266278,4,-99
MT,MT::exp1_num_266790,MT_Free/Imgs/exp1_num_266790.jpg,exp1_num_266790.jpg,Free,none,266,217,1,18626,1c2744d0d7220280b369b8bb3e85373b14920e49c8de9ae361c4d3bad35742ba,False,MagneticTile,exp1_num_266790,4,-99
MT,MT::exp1_num_269086,MT_Free/Imgs/exp1_num_269086.jpg,exp1_num_269086.jpg,Free,none,277,216,1,18444,d0f1712870fb878e19fca938ef01d1caa4786cbb84663951d9f7bd3bbd543163,False,MagneticTile,exp1_num_269086,4,-99
MT,MT::exp1_num_269626,MT_Free/Imgs/exp1_num_269626.jpg,exp1_num_269626.jpg,Free,none,265,219,1,17894,e88f8c3358d20ac9e8cb346302e0a0bcd1a36565076d90cd848e16669d7ee315,False,MagneticTile,exp1_num_269626,4,-99
MT,MT::exp1_num_270128,MT_Uneven/Imgs/exp1_num_270128.jpg,exp1_num_270128.jpg,Uneven,none,359,245,1,24498,4ac1343b5c40d96ea6915682041eceedd8f22c63385b0f90368954bbb006cde3,False,MagneticTile,exp1_num_270128,5,-99
MT,MT::exp1_num_270550,MT_Free/Imgs/exp1_num_270550.jpg,exp1_num_270550.jpg,Free,none,330,245,1,24615,df050318c3a57f1249750c598e70b8542c7d863f634258c55ae1f04a0a8b3696,False,MagneticTile,exp1_num_270550,4,-99
MT,MT::exp1_num_270753,MT_Free/Imgs/exp1_num_270753.jpg,exp1_num_270753.jpg,Free,none,281,221,1,21499,9e4421f6f754dc141479ab5179e625fce5bc2cf83857b44440efe04949285f81,False,MagneticTile,exp1_num_270753,4,-99
MT,MT::exp1_num_271361,MT_Break/Imgs/exp1_num_271361.jpg,exp1_num_271361.jpg,Break,none,281,217,1,20266,489d156892a6d6e10b38a48856dd46ed6466fd80e66857eadd21909af1b562dc,False,MagneticTile,exp1_num_271361,1,-99
MT,MT::exp1_num_274094,MT_Uneven/Imgs/exp1_num_274094.jpg,exp1_num_274094.jpg,Uneven,none,270,214,1,18667,637323d9a6a64dc3620e57f0a66916d3afe5d365372c051c50fb5c31d505f0f2,False,MagneticTile,exp1_num_274094,5,-99
MT,MT::exp1_num_275371,MT_Free/Imgs/exp1_num_275371.jpg,exp1_num_275371.jpg,Free,none,373,259,1,30842,4717b7744a6dffea0529a2feab46b4765fd57e17b2952c9d261154a51b822cf6,False,MagneticTile,exp1_num_275371,4,-99
MT,MT::exp1_num_275662,MT_Free/Imgs/exp1_num_275662.jpg,exp1_num_275662.jpg,Free,none,362,268,1,30479,d641b1b7d66a1d2bd6b3c3e0e7751685f93d8311cb10d3679be91500b720635f,False,MagneticTile,exp1_num_275662,4,-99
MT,MT::exp1_num_276355,MT_Crack/Imgs/exp1_num_276355.jpg,exp1_num_276355.jpg,Crack,none,389,236,1,29407,61bdbdc818fb8b9dc4269f99eb447db22e5f0c6ec7ee0e785a8300c26e1221d2,False,MagneticTile,exp1_num_276355,2,-99
MT,MT::exp1_num_276985,MT_Free/Imgs/exp1_num_276985.jpg,exp1_num_276985.jpg,Free,none,365,261,1,29400,7986ab4f0f02cddf4cf7ada086e91f7ec56166ee27d038a115640fe20256af2d,False,MagneticTile,exp1_num_276985,4,-99
MT,MT::exp1_num_278570,MT_Free/Imgs/exp1_num_278570.jpg,exp1_num_278570.jpg,Free,none,363,266,1,31442,f16c7f702a13724f349c808978a2d5e69490bed33c6fbd34feeea661d4a04fd2,False,MagneticTile,exp1_num_278570,4,-99
MT,MT::exp1_num_279090,MT_Free/Imgs/exp1_num_279090.jpg,exp1_num_279090.jpg,Free,none,375,269,1,30111,cc86a8d8766b2f9bcf47e2ce20db9b8221f2cc0254edc1d2a0790a531b1d0bc4,False,MagneticTile,exp1_num_279090,4,-99
MT,MT::exp1_num_280205,MT_Free/Imgs/exp1_num_280205.jpg,exp1_num_280205.jpg,Free,none,351,254,1,30245,f97582b73eeec1aa2b98e32feac6840187404c5463832550892878e3d4c40aa5,False,MagneticTile,exp1_num_280205,4,-99
MT,MT::exp1_num_280939,MT_Free/Imgs/exp1_num_280939.jpg,exp1_num_280939.jpg,Free,none,359,236,1,23222,04af4f946d3dba4018da1c0133839a6acf38eea25d2cd7ededaf8608cd6a7cea,False,MagneticTile,exp1_num_280939,4,-99
MT,MT::exp1_num_282886,MT_Free/Imgs/exp1_num_282886.jpg,exp1_num_282886.jpg,Free,none,354,254,1,23481,ab91238a9579cada7b6b56d2a6eb760b0779c1638b467f4ad463d54b13ccb543,False,MagneticTile,exp1_num_282886,4,-99
