calibrator,epoch,loss
C3,53,0.4188748598098755
C3,54,0.41865065693855286
C3,55,0.41819924116134644
C3,56,0.4178306460380554
C3,57,0.4176850914955139
C3,58,0.4175281822681427
C3,59,0.4172106087207794
C3,60,0.4169059991836548
C3,61,0.41675692796707153
C3,62,0.4165646433830261
C3,63,0.4162319004535675
C3,64,0.4159625172615051
C3,65,0.4157761335372925
C3,66,0.415507972240448
C3,67,0.4151667058467865
C3,68,0.4148934483528137
C3,69,0.4146648943424225
C3,70,0.41437050700187683
C3,71,0.41407978534698486
C3,72,0.4138558506965637
C3,73,0.4136148691177368
C3,74,0.4133337140083313
C3,75,0.413089394569397
C3,76,0.41287165880203247
C3,77,0.4126131236553192
C3,78,0.41235095262527466
C3,79,0.41211897134780884
C3,80,0.4118685722351074
C3,81,0.4116004705429077
C3,82,0.4113571047782898
C3,83,0.41110605001449585
C3,84,0.4108308255672455
C3,85,0.41057413816452026
C3,86,0.4103173315525055
C3,87,0.4100404381752014
C3,88,0.4097750186920166
C3,89,0.40950751304626465
C3,90,0.40922650694847107
C3,91,0.40896040201187134
C3,92,0.4086892604827881
C3,93,0.4084138572216034
C3,94,0.4081529378890991
C3,95,0.407884806394577
C3,96,0.4076218008995056
C3,97,0.40736356377601624
C3,98,0.40710052847862244
C3,99,0.4068481922149658
C3,100,0.40659043192863464
C3,101,0.40633758902549744
C3,102,0.4060877561569214
C3,103,0.4058384299278259
C3,104,0.40559712052345276
C3,105,0.4053545594215393
C3,106,0.4051218032836914
C3,107,0.40488946437835693
C3,108,0.40466591715812683
C3,109,0.4044441282749176
C3,110,0.4042304456233978
C3,111,0.4040195345878601
C3,112,0.40381568670272827
C3,113,0.40361517667770386
C3,114,0.40342193841934204
C3,115,0.4032318890094757
C3,116,0.40304869413375854
C3,117,0.40286877751350403
C3,118,0.4026954174041748
C3,119,0.40252479910850525
C3,120,0.4023599922657013
C3,121,0.40219834446907043
C3,122,0.40204018354415894
C3,123,0.40188533067703247
C3,124,0.4017322063446045
C3,125,0.4015822112560272
C3,126,0.40143319964408875
C3,127,0.4012864828109741
C3,128,0.4011414349079132
C3,129,0.40099701285362244
C3,130,0.4008544981479645
C3,131,0.40071266889572144
C3,132,0.40057167410850525
C3,133,0.4004319906234741
C3,134,0.4002927243709564
C3,135,0.4001539945602417
C3,136,0.40001600980758667
C3,137,0.39987820386886597
C3,138,0.39974072575569153
C3,139,0.39960381388664246
C3,140,0.3994668424129486
C3,141,0.39932981133461
C3,142,0.39919283986091614
C3,143,0.3990555703639984
C3,144,0.3989178240299225
C3,145,0.39877939224243164
C3,146,0.39864030480384827
C3,147,0.39850011467933655
C3,148,0.39835885167121887
C3,149,0.39821648597717285
C3,150,0.3980728089809418
C3,151,0.3979279100894928
C3,152,0.3977815508842468
C3,153,0.39763402938842773
C3,154,0.3974851071834564
C3,155,0.3973352015018463
C3,156,0.3971841037273407
C3,157,0.39703190326690674
C3,158,0.39687854051589966
C3,159,0.3967241048812866
C3,160,0.39656853675842285
C3,161,0.3964117467403412
C3,162,0.3962535262107849
C3,163,0.3960939645767212
C3,164,0.39593276381492615
C3,165,0.3957699239253998
C3,166,0.3956053555011749
C3,167,0.3954388499259949
C3,168,0.39527058601379395
C3,169,0.3951016664505005
C3,170,0.39493510127067566
C3,171,0.3947855830192566
C3,172,0.3946904242038727
C3,173,0.3948028087615967
C3,174,0.394762247800827
C3,175,0.39465034008026123
C3,176,0.393896222114563
C3,177,0.39422038197517395
C3,178,0.39444485306739807
C3,179,0.39342960715293884
C3,180,0.3943886458873749
C3,181,0.39400824904441833
C3,182,0.3934903144836426
C3,183,0.3938807249069214
C3,184,0.39266347885131836
C3,185,0.3932015597820282
C3,186,0.39237016439437866
C3,187,0.3929162919521332
C3,188,0.3922116756439209
C3,189,0.39238879084587097
C3,190,0.39185452461242676
C3,191,0.39197972416877747
C3,192,0.3916725218296051
C3,193,0.3915799558162689
C3,194,0.39133161306381226
C3,195,0.39114153385162354
C3,196,0.3910617232322693
C3,197,0.39079341292381287
C3,198,0.3907598555088043
C3,199,0.3903994560241699
C3,200,0.3904149532318115
C3,201,0.39007848501205444
C3,202,0.3901002109050751
C3,203,0.38978782296180725
C3,204,0.3897145986557007
C3,205,0.3894982933998108
C3,206,0.3893345892429352
C3,207,0.3892204165458679
C3,208,0.3889849781990051
C3,209,0.388918936252594
C3,210,0.3886721730232239
C3,211,0.3885531723499298
C3,212,0.3883854150772095
C3,213,0.3881889283657074
C3,214,0.3880770206451416
C3,215,0.3878682255744934
C3,216,0.38773563504219055
C3,217,0.3875802457332611
C3,218,0.38738682866096497
C3,219,0.3872661292552948
C3,220,0.3870864510536194
C3,221,0.3869095742702484
C3,222,0.3867813050746918
C3,223,0.38659825921058655
C3,224,0.38642388582229614
C3,225,0.38628828525543213
C3,226,0.3861103057861328
C3,227,0.38592785596847534
C3,228,0.385784387588501
C3,229,0.3856162428855896
C3,230,0.38542279601097107
C3,231,0.3852628171443939
C3,232,0.3851044476032257
C3,233,0.38491111993789673
C3,234,0.3847251832485199
C3,235,0.38455939292907715
C3,236,0.38438278436660767
C3,237,0.3841901123523712
C3,238,0.3839973211288452
C3,239,0.38381659984588623
C3,240,0.38363832235336304
C3,241,0.3834485411643982
C3,242,0.38325202465057373
C3,243,0.3830550014972687
C3,244,0.38286319375038147
C3,245,0.38267582654953003
C3,246,0.38248929381370544
C3,247,0.3823031783103943
C3,248,0.38211488723754883
C3,249,0.3819301724433899
C3,250,0.3817459046840668
C3,251,0.3815758228302002
C3,252,0.38141414523124695
C3,253,0.3813120722770691
C3,254,0.38122814893722534
C3,255,0.3813837766647339
C3,256,0.3812437653541565
C3,257,0.3814077377319336
C3,258,0.38058656454086304
C3,259,0.3801206052303314
C3,260,0.3800268769264221
C3,261,0.38011205196380615
C3,262,0.3802589476108551
C3,263,0.3797226846218109
C3,264,0.37933027744293213
C3,265,0.3791669011116028
C3,266,0.3791850209236145
C3,267,0.379246324300766
C3,268,0.3789093494415283
C3,269,0.37859928607940674
C3,270,0.3783688545227051
C3,271,0.37829697132110596
C3,272,0.37830039858818054
C3,273,0.37814489006996155
C3,274,0.3779686987400055
C3,275,0.3776871860027313
C3,276,0.3774805963039398
C3,277,0.37735551595687866
C3,278,0.3772755265235901
C3,279,0.37722039222717285
C3,280,0.3770768344402313
C3,281,0.3769426941871643
C3,282,0.3767242729663849
C3,283,0.3765304982662201
C3,284,0.37634381651878357
C3,285,0.3761874735355377
C3,286,0.37605026364326477
C3,287,0.3759322762489319
C3,288,0.37583351135253906
C3,289,0.3757438063621521
C3,290,0.37572523951530457
C3,291,0.3756847083568573
C3,292,0.375856876373291
C3,293,0.37571558356285095
C3,294,0.3758390247821808
C3,295,0.3752124607563019
C3,296,0.3747931718826294
C3,297,0.3745332360267639
C3,298,0.3745248019695282
C3,299,0.3746548295021057
