dataset,image_id,label_id,label_name,official_split,fold,is_final_test,sha256
MT,MT::exp1_num_155300,5,Uneven,none,0,False,348acd527f701f01f5e62709be29b211af342d8424d42138be0e050b1cf8aac9
MT,MT::exp1_num_157166,4,Free,none,1,False,197904cfe4ba4ded7fa5d2c1e9880cccae029f6aa359f46223d0a26b7a8d2b63
MT,MT::exp1_num_157675,4,Free,none,3,False,70f85715f20554423af2609bae1c9353a6afa0f4050c0af5c989ab5bde69325b
MT,MT::exp1_num_16503,4,Free,none,0,False,8b9ff616011677194ceeaa3db17724257b80fe08e8f2e9dbcee9f194d1d32ce2
MT,MT::exp1_num_165362,4,Free,none,3,False,5e1371a1c0968e7821fe58715003fe78113914a12d987c270da8220167470e09
MT,MT::exp1_num_166172,4,Free,none,3,False,3a7388e4e854462618849122f268e4528816d771feea02073b00fb86fa99cd20
MT,MT::exp1_num_172241,5,Uneven,none,1,False,d02930a1489adc57925f2c7b99d21fdbe461e75513ef5655e29e7599bfaf5f8d
MT,MT::exp1_num_174647,4,Free,none,0,False,8c9c488aaea2924593bdfba4eb69b571e28c0b5a48a0791bd2244c7a177759c2
MT,MT::exp1_num_177906,4,Free,none,3,False,1fc768d3d0e4558f61517d26076006aaff66d5df759f44eb80fb69bbed4f3976
MT,MT::exp1_num_178453,4,Free,none,3,False,237982f898a99bd0cea5b4a76349aecd0221a43e2554ad6c8c9bd7d584c96fce
MT,MT::exp1_num_180298,4,Free,none,3,False,60a288aa417049e3adb4794ef1e27ba019e41bc92a8861c53c41886d847d0864
MT,MT::exp1_num_180836,4,Free,none,2,False,6c45fdc5022570b82d0299978023d08ebd609c3f070cf0d5c2da4dfbfecf86e4
MT,MT::exp1_num_1810,4,Free,none,3,False,0453192a78afb807eacd4d97786b2b24532de7e25df67279a4f4507252e88834
MT,MT::exp1_num_18129,4,Free,none,1,False,8d9eab87a8f9bdebded17cc18b9791f40abe3db0f7398722e7b80a4539f5facb
MT,MT::exp1_num_183137,4,Free,none,4,False,9c623376e7ea160156f1279b9097e0aea0e3df3821be1eefbe430e1da1c58f6b
MT,MT::exp1_num_183798,4,Free,none,1,False,4d1034fc84639cc6476f03fd0ac3409df9438a79f61c6c11d57b5e2bb96551d1
MT,MT::exp1_num_186826,5,Uneven,none,2,False,d56bd32616289580e4f0ae9f4d2f4a7411b2e058eee26f281a5e535b40679105
MT,MT::exp1_num_187505,4,Free,none,0,False,75c7fa6716c03579a907c4262040034303ac2b847b69cc84e386801e3ebaad53
MT,MT::exp1_num_192126,4,Free,none,0,False,382db573fe8202e81aa776512da9511258b669a10466d65c3bcaec77e2b64a34
MT,MT::exp1_num_193104,4,Free,none,0,False,658b475ab098f3171f70f5582261ddf6c6f899048de9199df15a0e33361fd081
MT,MT::exp1_num_194173,1,Break,none,4,False,7dd57f24a9ed884199035fcc79c275778dcd250bb24d2acfee9ae4cf2b2b7faf
MT,MT::exp1_num_195647,4,Free,none,1,False,3af61142dc58f20a79437559fd9640ded88b216a3c064a3781dd089a7cd569d0
MT,MT::exp1_num_19695,4,Free,none,3,False,2a654e45a840d0e249cb4a66a38c6b7e682098517d29c198ab6c70ba2fa10bf7
MT,MT::exp1_num_20362,3,Fray,none,1,False,00d8916563f9148b281e055c030d0233cf6ffe799bb128ca38dac617044df1e6
MT,MT::exp1_num_2038,4,Free,none,0,False,86825f1021df04a0e8433992b108fb3134b503a73e288cabbff6fc7a7a13fa53
MT,MT::exp1_num_240048,4,Free,none,4,False,da5778fadd941b8a0fcaf0594767e1a7f89d6a9246d589d0dbf1adedf8eda9d8
MT,MT::exp1_num_241352,4,Free,none,2,False,0feeb41a8159afa33aab88633b970ac4863d6ea7b1e038d760b17cfee2dcbace
MT,MT::exp1_num_241889,1,Break,none,1,False,404258c4c64092782fad7797658cb91badabab2c524106ec592fe12234ed02ca
MT,MT::exp1_num_245763,4,Free,none,3,False,6c9013896a64764afdbf905e5d8878f6e2b3b6181224c5ff6d96e4caf2fa7e12
MT,MT::exp1_num_246296,4,Free,none,1,False,ea1d9206a967081a2ded37de9df52c1ecdb689dccba5ccb79ac5e52c245bb2e0
MT,MT::exp1_num_24793,5,Uneven,none,2,False,ed9720e0b58f3e8c69ab4e8096b89ec7ccdb1cda7a1e0a9a3c0d5ae318e9e31b
MT,MT::exp1_num_249594,2,Crack,none,4,False,f666b811ebcb5a46f18e6e60567566b8a28669e3e7660de95e149a0a05099f31
MT,MT::exp1_num_251427,4,Free,none,0,False,a67c1863a288d42b5dc26ebdcb62fe888c43a3fea93db54790820487a280bc67
MT,MT::exp1_num_255641,4,Free,none,3,False,f322f864da668593eb8363ecf1f8feb987ff3b0a966c62b4ef8aab9e71119b53
MT,MT::exp1_num_256261,4,Free,none,1,False,2d7488cac09e93ccc1c181ca81f027d4360dfa5951a2062bd5662d48b4266b72
MT,MT::exp1_num_257103,4,Free,none,0,False,05913a35d9e961e1c7a66e9116abc036210fc8512bf139cef427e9a3cb96d070
MT,MT::exp1_num_257630,4,Free,none,4,False,86105564e0480968ff9345a059121d1d4c2dde1e40bc3ead57a01c16fd8efc55
MT,MT::exp1_num_258511,3,Fray,none,2,False,cad183a4b225e06295c7bfd301cf60396bf5a9da01d69e8fcce0a4e70a0e62e3
MT,MT::exp1_num_258819,4,Free,none,4,False,b40190e6f8f0d70caff7d3a4e527711a0e322200182955ac6fdc6803fccba28c
MT,MT::exp1_num_260482,4,Free,none,0,False,30b01a6cc4a1b95679d3ff6d2c95d053bbdc5915552790efdb8ac2f5a13e10a6
MT,MT::exp1_num_260927,4,Free,none,1,False,107c3ae497b75eb5b5eebcfcf07b1ec3a0b4308bdc41c45e8efa404bb9028ec5
MT,MT::exp1_num_2610,4,Free,none,1,False,fe503a52846e0056517e2da4cd4fc46608a5253cce242b457f21dd4727c7ac64
MT,MT::exp1_num_26106,1,Break,none,1,False,3e93ab7d4a1e6d0fc2f98fbe619af1fe1c2601e36305d8735dd62e7501c281b1
MT,MT::exp1_num_261937,4,Free,none,1,False,ad7c2500668f33b3dfe1afe65c3e5304ac762cde23d01989b4c834e246923c3e
MT,MT::exp1_num_262216,4,Free,none,3,False,fae31a17975af06539c234dcc24553a829f101d79a17365f9b4d1a642b35c3ce
MT,MT::exp1_num_262480,0,Blowhole,none,0,False,651bd0ab9f6e0b254b830233d93a7435db7de3422bacb29a8aae6009bff09fb5
MT,MT::exp1_num_262642,4,Free,none,4,False,3b3e21b96926be0af93672e2444a4a4a2d01d92a642952f8979909240a1b1d20
MT,MT::exp1_num_263839,4,Free,none,4,False,bcb40ba5cdfccd333abe80b233b74135e9701fb82c9fc6b86c5cf6d90d3ce94b
MT,MT::exp1_num_264189,4,Free,none,3,False,248ca163ca25e86c5b032952f795165898a205e8b54d4c2b527fae190204cff2
MT,MT::exp1_num_265077,0,Blowhole,none,3,False,c57ae07d5daa20782508bc8156cae537cce71d044059cc7eb115cf6b4a857aa7
MT,MT::exp1_num_265613,2,Crack,none,2,False,a433a5979961cccaf2ed0ca25050eea19b66d1f61d936400cbd283f98f68fd0d
MT,MT::exp1_num_266278,4,Free,none,2,False,efd67b7e1f1fc37d136ce5269be1068035974d9c9912fd4b0e6f3c94bafe7cbb
MT,MT::exp1_num_266790,4,Free,none,3,False,1c2744d0d7220280b369b8bb3e85373b14920e49c8de9ae361c4d3bad35742ba
MT,MT::exp1_num_269086,4,Free,none,0,False,d0f1712870fb878e19fca938ef01d1caa4786cbb84663951d9f7bd3bbd543163
MT,MT::exp1_num_269626,4,Free,none,3,False,e88f8c3358d20ac9e8cb346302e0a0bcd1a36565076d90cd848e16669d7ee315
MT,MT::exp1_num_270128,5,Uneven,none,4,False,4ac1343b5c40d96ea6915682041eceedd8f22c63385b0f90368954bbb006cde3
MT,MT::exp1_num_270550,4,Free,none,2,False,df050318c3a57f1249750c598e70b8542c7d863f634258c55ae1f04a0a8b3696
MT,MT::exp1_num_270753,4,Free,none,4,False,9e4421f6f754dc141479ab5179e625fce5bc2cf83857b44440efe04949285f81
MT,MT::exp1_num_271361,1,Break,none,3,False,489d156892a6d6e10b38a48856dd46ed6466fd80e66857eadd21909af1b562dc
MT,MT::exp1_num_274094,5,Uneven,none,1,False,637323d9a6a64dc3620e57f0a66916d3afe5d365372c051c50fb5c31d505f0f2
MT,MT::exp1_num_275371,4,Free,none,2,False,4717b7744a6dffea0529a2feab46b4765fd57e17b2952c9d261154a51b822cf6
MT,MT::exp1_num_275662,4,Free,none,1,False,d641b1b7d66a1d2bd6b3c3e0e7751685f93d8311cb10d3679be91500b720635f
MT,MT::exp1_num_276355,2,Crack,none,3,False,61bdbdc818fb8b9dc4269f99eb447db22e5f0c6ec7ee0e785a8300c26e1221d2
MT,MT::exp1_num_276985,4,Free,none,2,False,7986ab4f0f02cddf4cf7ada086e91f7ec56166ee27d038a115640fe20256af2d
MT,MT::exp1_num_278570,4,Free,none,1,False,f16c7f702a13724f349c808978a2d5e69490bed33c6fbd34feeea661d4a04fd2
MT,MT::exp1_num_279090,4,Free,none,1,False,cc86a8d8766b2f9bcf47e2ce20db9b8221f2cc0254edc1d2a0790a531b1d0bc4
MT,MT::exp1_num_280205,4,Free,none,1,False,f97582b73eeec1aa2b98e32feac6840187404c5463832550892878e3d4c40aa5
MT,MT::exp1_num_280939,4,Free,none,2,False,04af4f946d3dba4018da1c0133839a6acf38eea25d2cd7ededaf8608cd6a7cea
MT,MT::exp1_num_282886,4,Free,none,0,False,ab91238a9579cada7b6b56d2a6eb760b0779c1638b467f4ad463d54b13ccb543
MT,MT::exp1_num_283203,4,Free,none,3,False,f766ad8f7205c5fe8694230b6236a538a63014b430a9357fc6bb2087902c5a82
MT,MT::exp1_num_28341,5,Uneven,none,2,False,17ea07b048f3747be556e5a7ef266f8349039ca31e03e00cf3d5dfd518baf78e
MT,MT::exp1_num_284482,1,Break,none,2,False,0882d513fe9cf7041c2322623308503413083cea927b51138b67f85bee806736
MT,MT::exp1_num_284841,4,Free,none,2,False,d07fd5f3819dcd7673d5d2b1ea62c31cfcfb69e90329f6d479cc4060c542e777
MT,MT::exp1_num_286232,4,Free,none,3,False,9b0ef174e593bb4e1d372478ed79f9b22deaf0178273473a9e6ced51fb57eacb
MT,MT::exp1_num_289590,4,Free,none,2,False,2e13ee7edf2fc588161ce2ed40b2bca671c8cdbc17b9565aab809349fd75f1b1
MT,MT::exp1_num_290047,4,Free,none,3,False,7e981ea8db54d6e8ff0c983e807997e699fe76142a48967c7c1da2b651c01cdd
MT,MT::exp1_num_290998,0,Blowhole,none,2,False,b4019c3e19a848d2c12f7de37d93409a55937ac51a41cf67ebb89822feb7dbfd
MT,MT::exp1_num_292087,4,Free,none,3,False,9c0eb606f1aa560341acc9f856b35721c961ae733aa58e8000d0b27ca4756a98
MT,MT::exp1_num_293254,4,Free,none,2,False,3f3d652200b152ae3d7c4c3e802d74c59e4e9ec1b7c540b02207c93795f05aad
MT,MT::exp1_num_293709,4,Free,none,0,False,6d5a02dca74242e174b6e4e3433f033e7546072c501297ca9c1f1349ef2dccb0
MT,MT::exp1_num_29469,4,Free,none,0,False,8d909231b417e4f682256a1011ee882e6d5f868f67edf6570d6cde697a8ea851
MT,MT::exp1_num_296631,4,Free,none,0,False,a32ef808ab9179b4abe703af43e5d737df8772de98e88d81767ba48664734b66
MT,MT::exp1_num_297276,4,Free,none,3,False,fe811674a4409c7d2feb034cb33bd9bf4d15c6937b8814cdcea62991706b2eb8
MT,MT::exp1_num_297464,0,Blowhole,none,3,False,34fb0ea17caab52cadc1447fe3bfd2e0b674962b73bc8b58f0675c427caccd92
MT,MT::exp1_num_299713,4,Free,none,2,False,f800fdc97c79bcb4ee61270ca0192963bea4e28908c994eaa486dc7bbc70c357
MT,MT::exp1_num_301474,4,Free,none,0,False,7d070fff41575e2ebfd42411dbadf66af4e8932c7fd4a58572a3641fdfa199e1
MT,MT::exp1_num_304290,1,Break,none,4,False,89d1f9ee92400fd150209e565d08742879812d5109e9d6c741b83cec36828102
MT,MT::exp1_num_304293,4,Free,none,1,False,85e8b01e0b51389a1deddf83755362fd65202d9bac2c79a7e4a289b8a686268f
MT,MT::exp1_num_304672,4,Free,none,0,False,49951fd2cfa14a6a8647648fe4a0ae9951afed1f6a9f6464314391dd2271b30c
MT,MT::exp1_num_304836,4,Free,none,0,False,03818c5e886449c559317eb308c89d6d3f83ce5633bb1d686e12e4a6eb76fb80
MT,MT::exp1_num_306425,4,Free,none,2,False,b6df67524df95c448761f6ab26e8647ca88560b339d86614eea119fc4edcca21
MT,MT::exp1_num_306586,4,Free,none,4,False,689f41f66ab833e2405d8042e9fcfbab7e813476076c04e5c552db00cfe65b6d
MT,MT::exp1_num_308015,0,Blowhole,none,4,False,324c259105bf2a2561df9459acec6a5bf712e16e9e263977044eeab5ae26a529
MT,MT::exp1_num_308806,4,Free,none,3,False,60499074e50740e9edf324cd7d2fd3845ff3c10a9d28704fff67c7bd818b7794
MT,MT::exp1_num_309352,4,Free,none,4,False,95c684ae66af530809440c70145555a3df41895e0607a55fedd4f4e65d418f21
MT,MT::exp1_num_309648,4,Free,none,4,False,35b9cbdb974f360b95e08bb5ac9e3744abacea55a3ed2fa7505d192bf1d82602
MT,MT::exp1_num_31106,4,Free,none,1,False,71ddacbffca2b682ba038703a9f7d0eec43a25e2a569893c560e490dee4ec749
MT,MT::exp1_num_311322,4,Free,none,1,False,3dfdc1b42730d6fcbd96be8bcd8df7d0c919815fd110d49e3adf78bdea5198dc
MT,MT::exp1_num_311809,5,Uneven,none,0,False,e7a818650cbe7450defc487aa6e5e3086c8279f0008a10312f4be91a154563e6
MT,MT::exp1_num_313478,5,Uneven,none,1,False,6a2ec4829e73b03c475d73882aa47a334442a0f9820d771a01b190905f651d49
MT,MT::exp1_num_313835,4,Free,none,0,False,bb82bda60425d2a3c0fd94465e30f245e9db916fefcffbce243f7f65a96f6f97
MT,MT::exp1_num_314979,4,Free,none,3,False,f0864a049d5d089e196af29d4920434b0f338ffc2b7423780322033c66c9f03e
MT,MT::exp1_num_316333,4,Free,none,4,False,87c1dcf71a6a877ccfb61d31b157d6a6fcf63c75b70347ed57eb86a40d39243f
MT,MT::exp1_num_316698,4,Free,none,1,False,c00d5b955571f8c8eddcc31a88087045abde1b5a7d4aacd4f17686a6ebdb8733
MT,MT::exp1_num_317483,0,Blowhole,none,3,False,84fd212c6ff35095ae8f05fdece4e93f5a88f0b46b826bea9fc2f6b213c87940
MT,MT::exp1_num_317560,4,Free,none,0,False,5134cf98d51706b724568e0656e8d3288bc2ff02e8ff3007621de2df68e022ea
MT,MT::exp1_num_317885,4,Free,none,1,False,ef53da492d83bf2a04bfaa0312adbdc53246b39d77daebcd424db160a3bdf50b
MT,MT::exp1_num_3191,2,Crack,none,0,False,a91f7cd1f40d217554f89fd3dd97de4a0f2834e7a0e7a32e6ddb4ce25abf5b81
MT,MT::exp1_num_319321,4,Free,none,2,False,750513b05a4abd7e970460d088537d01d6a7c4d4aff29b53c7b94ea002b0785d
MT,MT::exp1_num_319420,4,Free,none,1,False,16175c497dc4b700cd8fa55659cce2d505923d94379358c0a9ed48d820c202c3
MT,MT::exp1_num_319680,4,Free,none,4,False,30f50835a595e24e1c79f55ed47483c81c70f4fe3dcd2637b6c1da4158c5e678
MT,MT::exp1_num_320441,4,Free,none,3,False,c7e9538a79200ce43e03a6689f08fc2af3ff1591c259082420e89a2ae033efc4
MT,MT::exp1_num_320649,1,Break,none,1,False,0a11e60a9cab862d4f2870879aa3e3d0a13e39006e9c81bed3e52486968c7011
MT,MT::exp1_num_320808,4,Free,none,2,False,8e085f2db368a53d09d361b2f8b07564788da3a41583a595ccd82b335167c797
MT,MT::exp1_num_320895,4,Free,none,2,False,14c54b7d0b6dbb29f4d5ec5a39f622aa9c378ac5f9c7828a094f610bf972a627
MT,MT::exp1_num_32128,2,Crack,none,4,False,518361610ce8ed5e238664f5ad995dfa5dedf9e1c58f2545d48a8ceb9ca9acbb
MT,MT::exp1_num_322605,0,Blowhole,none,1,False,2a9754e340e61be9fc3b377ab3d0bc9e11ce11ed88020ac64ba812f30f87ae9b
MT,MT::exp1_num_323319,4,Free,none,0,False,a2d84f6a9f382e9a8d5d96fcdac99709bd07b093a14da0b716ffcea8e60e13ee
MT,MT::exp1_num_326586,4,Free,none,4,False,c4ed32ac79b577a6cf7fefa68a322b5ac9dc110007077778bb03132aa6953d70
MT,MT::exp1_num_326904,4,Free,none,1,False,0026ea247288d7f7d9a5a3e013c8626710d041c7da296eeb5d2e9a232b6ef9f2
MT,MT::exp1_num_327970,0,Blowhole,none,3,False,f3dfb6241458d21a847f1c59ee69df72dcb85ac185bfd1b7b5cd648e6b4d757f
MT,MT::exp1_num_329206,4,Free,none,1,False,f9221c7da580ee9a3466ab8e672f5faa9aad8c6d1925b2bd754297721561eafb
MT,MT::exp1_num_331149,3,Fray,none,4,False,52b23b715dd92453d213246d4cafc1a8d8b1df919ef0963b0a8f65ee010fe2ef
MT,MT::exp1_num_331931,4,Free,none,2,False,fa8fff755567ce136d8aca84a3d2c32b3e5d3c1c6b46dc30b1c64e3172da64c3
MT,MT::exp1_num_332686,4,Free,none,3,False,53bd551009e2ab4234abcc8a59ff67101342517ebdf2c6aa11f9715fdb059801
MT,MT::exp1_num_33365,5,Uneven,none,3,False,d7cd79c0fb25951b217e526aae76322daf96ac97db4a6ac51d3d79809a635ef9
MT,MT::exp1_num_337646,4,Free,none,3,False,e842ed38e94b058b97f56b28a149f4e1b76c14cb10a9c6896f4479bcb200f616
MT,MT::exp1_num_338856,4,Free,none,2,False,4fcb9b3c124ef9f3f7e5401467300b84d23539e5df78012a66b4e80f1208f724
MT,MT::exp1_num_339819,2,Crack,none,3,False,048755cbc6849c82478650316ecad0d7939c35e48804efe49b250e744dae76f0
MT,MT::exp1_num_34078,4,Free,none,1,False,09d43e47622fc4e513729fdaf9943a9943a57e18549b908b2cbdf8268c5c169f
MT,MT::exp1_num_342140,2,Crack,none,1,False,24a793f67439ba559453b90ee7cfdcde4bdf096f0a68773505520d61e2445d98
MT,MT::exp1_num_342849,4,Free,none,4,False,da06f09e3c8ed6dea8938eff05e1ff497b6c5e505021b717e1499d2339655f48
MT,MT::exp1_num_344557,4,Free,none,2,False,4471f5a1f3dff9db0c674a5a2bb481740c9b89dd1790f6cf63edb9b418cbe86f
MT,MT::exp1_num_346311,0,Blowhole,none,1,False,7a6329c195dd122147fe9bc055e61a3c60543b3e1d26d9bdef827479500a0d8b
MT,MT::exp1_num_348629,1,Break,none,4,False,38b84c98ff518fb4a17d8fe45df10ac86457baa476748f0f5fa27c3e41a90826
MT,MT::exp1_num_349824,4,Free,none,0,False,8b1af28ffb7f57c9eaa2c9b250837db8fb78bd7f1a14994aa91542691ad21ede
MT,MT::exp1_num_3504,4,Free,none,2,False,ca6be6b3245ccf2ae8589bd0c2eb2c5ea48400d0cd6190e881cc12ab87d7a557
MT,MT::exp1_num_351039,4,Free,none,0,False,877aa6a1e3b30830d6d2ae81ad4b1ced6935b43bead3d12f3853ccdbd52e3d25
MT,MT::exp1_num_351427,4,Free,none,2,False,e1cebd8f8680db334091900dc824767e1fc7b9970395a45daf0b95ee05471ea0
MT,MT::exp1_num_352479,5,Uneven,none,1,False,866e58e4d93f86cf4c51d7ea0773018b4206339205386397b2dbd7cfe819a2b2
MT,MT::exp1_num_354377,4,Free,none,2,False,dd42d28f5df1f4502625703aa6738d3f805c4abb0648bd2cd36c28501b620c75
MT,MT::exp1_num_355636,4,Free,none,4,False,1644c61095fbffa66d84409bab74e135e90fb098c219e0aa98b2712b7a2a8d9b
MT,MT::exp1_num_356718,1,Break,none,0,False,9367bafcb63cb251a30efef32dfb6fe650b61397a822dff2922e76e90a14afa7
MT,MT::exp1_num_358102,4,Free,none,4,False,64efeb5786341029f34d8dd0fafc16241401ac8c24f1a1921d3e5f3685f91ffd
MT,MT::exp1_num_358933,4,Free,none,1,False,ba23356bb4ab63a98bc5ebf412269ee39c89a78165e638ae309ef3f3f2d742c1
MT,MT::exp1_num_359448,4,Free,none,4,False,8de1cc483af082f208c0b28c17f8506fa0d1f735696fe96bd2d3c41d2f78e042
MT,MT::exp1_num_36290,0,Blowhole,none,2,False,4ddc0ecbcfbc39cb03ee23392c029f4294199bbe1e548000f41729b113f87681
MT,MT::exp1_num_3667,0,Blowhole,none,4,False,748136262aa6b3be15252ee0b8d25735494f29e9cbac411cec429a7ed8898957
MT,MT::exp1_num_37243,4,Free,none,2,False,8702647db6e62376b97e9b2b9a7a121e17bd873d1bb73b5edbf697084cf3b36a
MT,MT::exp1_num_37262,4,Free,none,3,False,01356ba69ac75224cb956abfcc453df9c774f437a85c95cc788b7a0c6d03a9c3
MT,MT::exp1_num_3786,4,Free,none,2,False,f3e29c7c8dad4ad84b4675e8d0c7da935984c89f38cf7c69c9aa5cf79e45005e
MT,MT::exp1_num_37978,4,Free,none,3,False,c99a8fe4c6a6f2a9d0f8e8911a6312e09ab09f53f7445b1ffdf1571dd27de29d
MT,MT::exp1_num_39412,4,Free,none,2,False,68816b96a1b19fc754b7b4711923e107467b55e09cfb95792422419cd3e82a13
MT,MT::exp1_num_40410,0,Blowhole,none,2,False,a3072b83ca50696acf7e4ff58f893e123e64833264a2b4f73dcc0356762eff61
MT,MT::exp1_num_43817,4,Free,none,1,False,5e67e53678307826d496e4073f14c5ec7bce62b9e2d8602ee486983b75018bb2
MT,MT::exp1_num_45007,5,Uneven,none,2,False,66175f1e967be5e37735f358087f5e71120182a4325310569ca31989ffb6018d
MT,MT::exp1_num_4727,0,Blowhole,none,0,False,464e45c3230a80ae5cb3445dd0c73eb3990746dbe91e9a0765930b63bbe7deed
MT,MT::exp1_num_4944,0,Blowhole,none,4,False,cd988e3d121eb5ceaebbb87a522bfb6bf183410319dae0cb964fc9729755b9dd
MT,MT::exp1_num_50387,4,Free,none,0,False,e28cf8372485a574bdb7fd1fc82dc6fac6b6b6c065090f25cf909dec2080520c
MT,MT::exp1_num_51080,4,Free,none,0,False,457e78cfc31f86a2442f4e72d59e81be4dac8517f94ff137cd3f0b87a87ee94f
MT,MT::exp1_num_51674,0,Blowhole,none,1,False,2516510653e631c552e46647e1b390684323e4984583576adfc3bfc92504e735
MT,MT::exp1_num_524,5,Uneven,none,3,False,ce21725016d64378f24c221b04e3140e3cf63ee3d6b2e3474da54ed2ad81bfc6
MT,MT::exp1_num_52659,4,Free,none,3,False,20292027548598d72203f6b00a8d8975b9c48103f0adb76a4431b53dd6a70c75
MT,MT::exp1_num_53011,4,Free,none,0,False,9e404322b7d12f5e03e3211dcc3f9f2151003b44a57b952335f6bc1b5e4544a1
MT,MT::exp1_num_54107,4,Free,none,4,False,6d058f6ab465f726689f56e8f24e63e5c3298efd8235285454be7cb377189219
MT,MT::exp1_num_54246,0,Blowhole,none,3,False,9e9dc884bb2d56c2e594200127c1b1f14275a773b06e4c6593f7b58f73442bc5
